,name,max_acc,min_acc,x_peak,x_resultant_percentage,punchTime,push1Period,secondaryPushAmpl,secondaryPushDiff,std,mean,skewness,kurtosis,max_phase,dominant_frequency,total_energy,spectral_centroid,max_spectral_density,mean_spectral_density,mean_frequency_gaps,max_acc_2,min_acc_2,punchTime2,std2,mean2,skewness2,kurtosis2,max_phase2,dominant_frequency2,total_energy2,spectral_centroid2,max_spectral_density2,mean_spectral_density2,mean_frequency_gaps2,Score
0,admin1,48.556643,-57.761722,2.720703,1.325016927729051,00.224078,00.027236,0.0,0.0,7.769966652531767,2.8797695548387092,4.728867585171766,27.692218508450978,3.141592653589793,18.064516129032256,6598750.174608484,-0.0009640508943866715,14.403873852324308,0.9057354863246447,0.008351602463722489,13.542969,-15.859376,00.292168,2.149043616460214,0.8832914419354836,3.386152693916339,14.65168276165465,3.1387127483913284,113.54838709677419,518804.71396079124,-0.08274606552304303,3.5863233433542723,0.23953394719885454,0.008351602463722489,5
1,admin1,49.949221,-49.183596,-1.746094,0.8845909218999715,00.215412,00.035902,0.0,0.0,7.09509960075117,2.7799270870967736,4.301588872064835,23.940438102196776,3.141592653589793,20.64516129032258,5580376.406894177,-0.00013744025475986388,16.18143732257688,0.792064114437639,0.008351602463722489,14.677735,-27.375001,00.263694,3.493495880304614,1.3528604870967744,3.874916517377002,20.39139932199141,3.141592653589793,100.64516129032258,1348738.990968616,-0.0012619019002022692,6.505534701565603,0.3903425557224542,0.008351602463722489,6
2,admin1,51.074221,-43.388674,-13.134766,6.925219951825359,00.219126,00.042092,0.0,0.0,6.833147022240784,2.7622985387096772,4.021413892953798,21.958645187200016,3.141592653589793,18.064516129032256,5220362.597817959,-0.0012528474347387067,13.186029727536633,0.7501173164421563,0.008351602463722489,30.126955,-22.88086,00.227792,3.5115773242436665,1.228036893548387,4.644815981512722,28.436856484814236,3.141592653589793,98.06451612903226,1329951.9169332008,-0.000611398126414769,5.45454229938314,0.3356795950284512,0.008351602463722489,1
3,admin1,43.67969,-42.859377,-13.945313,6.743820671980071,00.194366,00.038378,0.0,0.0,6.438669868018545,2.6037804064516124,3.912201721148413,20.822558298599017,3.1380885416712627,20.64516129032258,4635493.253345157,-0.002263293289582383,15.107582954461813,0.7220529102771597,0.008351602463722489,30.54297,-29.476564,00.180748,4.144420936577522,1.325894735483871,4.721081879215181,27.900122545066466,3.141592653589793,103.2258064516129,1819578.7100910037,-0.00020325057340926498,5.529335574002169,0.38178486386141847,0.008351602463722489,0
4,admin1,47.601565,-44.216799,-28.035158,13.848758580501478,00.220364,00.040854,0.0,0.0,7.054096548241738,3.1035284193548387,3.5652860760411254,17.356496256458126,3.141592653589793,20.64516129032258,5707587.225795442,-0.0027665424155663334,19.059475086985643,0.7951158577778442,0.008351602463722489,27.013673,-19.361329,00.268646,3.260949953287017,1.2486329032258066,4.461647588941813,26.54927495076414,3.141592653589793,100.64516129032258,1171735.6454591136,-0.0003273132801013166,6.19698414888093,0.31689965422459776,0.008351602463722489,5
5,admin1,47.769534,-38.853518,-23.683595,13.035076210292468,00.219126,00.028474,0.0,0.0,6.286070095791808,2.578496890322581,3.967196317873953,21.24123982835477,3.141592653589793,18.064516129032256,4436295.384756941,-0.002223410525163945,9.683227475248167,0.6464843058493238,0.008351602463722489,27.537111,-17.113282,00.308262,3.1391616808464295,1.3491054322580645,4.188731461716094,25.168430742256273,3.141592653589793,108.38709677419355,1121911.9086334931,-0.0017343133268882258,6.195572097829373,0.3089974055357886,0.008351602463722489,9
6,admin1,46.71094,-42.675783,-13.578126,7.078481025075728,00.206746,00.042092,0.0,0.0,6.780461271978626,2.9165891129032255,3.661987806309077,18.56763339834413,3.141592653589793,18.064516129032256,5235638.237684963,-0.00088503311986823,15.056492231331632,0.7653276915112542,0.008351602463722489,32.925783,-35.697267,00.207984,4.746073468113522,1.558675741935484,4.652335368381271,27.61855681380136,3.141592653589793,100.64516129032258,2398145.0779333306,-0.00023169630303307328,6.474777749913871,0.45902259973502885,0.008351602463722489,0
7,admin1,50.871096,-39.716799,-20.970704,11.034232514011105,00.203032,00.038378,0.0,0.0,6.859326232885223,2.8938635870967744,3.649795683449179,18.67551835541627,3.1415926535896226,18.064516129032256,5326323.551950699,-0.0007024700097089365,14.86472277263979,0.7725843117735154,0.008351602463722489,33.23047,-26.958986,00.238934,4.142926298401163,1.4446762548387095,4.5769019737294325,27.17454076397251,3.141592653589793,100.64516129032258,1850014.161126289,-0.000263402943560172,6.296832483104948,0.401864409650159,0.008351602463722489,2
8,admin1,43.83008,-41.925783,-2.007813,0.9006612583197129,00.201794,00.025998,0.0,0.0,5.910802885306817,2.243888758064516,4.554920529885604,26.590142315760918,3.1415926535876935,18.064516129032256,3841369.503472644,-0.0002400509428920235,9.62899583083535,0.6350001592478877,0.008351602463722489,28.220705,-26.994142,00.174558,3.83453130722002,1.3435548032258064,4.44570065740469,25.040518244187812,3.141592653589793,100.64516129032258,1586492.783096407,-0.008177347221572172,6.821456881497051,0.42853681300443064,0.008351602463722489,2
9,admin1,51.458987,-35.503908,-1.933594,1.010657016811949,00.214174,00.035902,0.0,0.0,6.445231512030971,2.8063635774193547,3.853848929847753,21.433386012967564,3.1415926535897487,18.064516129032256,4748943.502722162,-0.0036955852679808943,14.388703348278057,0.7104477597193719,0.008351602463722489,28.669923,-27.148439,00.271122,3.9943741108407855,1.4364479548387097,4.101583278292386,21.726626283650607,3.141592653589793,103.2258064516129,1731568.9381007124,-0.0006152523642306255,6.0199177964345845,0.3999789312536063,0.008351602463722489,3
10,admin1,42.246096,-62.527347,30.878908,14.330047443361229,00.190652,00.029712,0.0,0.0,9.319420182533904,3.165240858064516,4.4222184433642955,23.673820323545932,3.141592653589793,23.225806451612904,9309239.888128217,-0.0003263710064002578,13.550152326316084,1.140271085752213,0.008351602463722489,24.851564,-21.335939,00.282264,3.861221954822342,1.500856974193548,3.5845136170844927,15.979938975399106,3.141592653589793,105.80645161290322,1649230.3982373364,-0.000729808955365973,6.919169667008581,0.4141410536960042,0.008351602463722489,10
11,admin1,48.011721,-60.158206,31.138673,17.435422025285998,00.215412,00.029712,0.0,0.0,9.451836767537444,3.277923574193548,4.328752426501161,22.584864358265644,3.141592653589793,18.064516129032256,9617880.319012787,-0.0030896810680593827,15.232028964548165,1.1154967787716286,0.008351602463722489,25.179689,-26.044923,00.232744,4.526906438935658,1.7256742741935485,3.644255590335071,16.2970801274299,3.141592653589793,105.80645161290322,2255547.1096798414,-0.0002663735782399364,7.5525415099824125,0.49629291174256895,0.008351602463722489,12
12,admin1,43.632815,-54.978518,23.283204,11.26344090440437,00.207984,00.028474,0.0,0.0,7.86361182615909,2.8957599999999997,4.247897411097952,22.46232362887841,3.141592653589793,18.064516129032256,6748316.6069834875,-0.003033155184039661,14.0682501280781,0.9087861171242744,0.008351602463722489,28.058595,-36.001955,00.177034,4.877789707528884,1.6149446903225806,4.147355882720947,21.584498889372526,3.141592653589793,103.2258064516129,2537124.451111246,-0.0002025833140607869,8.427747440331434,0.5300502015989668,0.008351602463722489,6
13,admin1,47.660159,-58.234378,-2.212891,1.138905377534486,00.224078,00.042092,0.0,0.0,8.41014103494287,3.2785851290322583,4.21502923289809,22.35535945904427,3.141592653589793,18.064516129032256,7830188.856157968,-0.0024105963460915934,17.12650118932096,0.9864889667198355,0.008351602463722489,24.851564,-26.373048,00.231506,4.070914226767582,1.502734506451613,3.791575501161229,18.074144859664052,3.141592653589793,105.80645161290322,1809616.204667449,-0.00046002908412873337,7.1599450344238855,0.4295551101486078,0.008351602463722489,-1
14,admin1,42.476565,-55.36719,25.031251,12.412790880830206,00.219126,00.033426,0.0,0.0,8.461314052689737,3.2491811387096776,4.033726754744708,20.386431570416878,3.141592653589793,18.064516129032256,7894712.404114626,-0.0032168797596329743,17.233709012810262,1.0083212201238847,0.008351602463722489,25.189454,-21.248048,00.331784,3.6827852691837615,1.4994771838709677,3.7042715098995385,17.53610761582133,3.141592653589793,105.80645161290322,1519469.6936475723,-0.00018559939509560122,6.9253672430315145,0.3881712942377637,0.008351602463722489,9
15,admin1,47.296877,-60.81055,-2.013672,1.036596516695995,00.217888,00.033426,0.0,0.0,8.784027407027793,3.1254664322580648,4.472412653725089,24.529872901213597,3.141592653589793,18.064516129032256,8353749.846823046,-0.0013514809490156362,15.991552663992493,1.0134444901061457,0.008351602463722489,22.345704,-24.326173,00.263694,3.8904091277040007,1.517697929032258,3.6643547686002393,16.69081483186687,3.141592653589793,108.38709677419355,1675858.1267507663,-0.00041913502839639266,7.772167282409889,0.4146854741618476,0.008351602463722489,0
16,admin1,39.312502,-59.478519,24.544923,10.763122902090078,00.209222,00.027236,0.0,0.0,8.235669298821684,2.740467658064516,4.8293109272483425,28.265430560545333,3.141592653589793,38.70967741935484,7239829.172485804,-0.002691603648866122,11.476834880313827,0.9248105942524061,0.008351602463722489,28.007814,-34.648439,00.180748,4.495004715160918,1.4721901548387095,4.367462860945663,23.972606411727345,3.141592653589793,103.2258064516129,2149988.720291132,-0.00010573160785156546,7.3892502988130975,0.46885934378412547,0.008351602463722489,1
17,admin1,51.765628,-62.265628,26.025392,14.385152671279581,00.222840,00.032188,0.0,0.0,9.4952289342213,3.5915009387096775,4.177198101354222,21.57274324413988,3.141592653589793,25.806451612903224,9903897.969729085,-0.0027127417577205576,16.36923829169715,1.1677081380719756,0.008351602463722489,20.160157,-13.982423,00.237696,2.807839150051915,1.3615865709677417,3.0135964663214603,13.57272643967625,3.141592653589793,105.80645161290322,935810.1414174598,-0.0010551998884059046,4.526547982124455,0.2718733258371149,0.008351602463722489,11
