,X2,Y2,Z2
322,-0.082031,-1.035156,-0.037109
323,-0.087891,-1.044922,-0.041016
324,-0.089844,-1.042969,-0.042969
325,-0.089844,-1.052734,-0.041016
326,-0.087891,-1.054688,-0.03125
327,-0.085938,-1.037109,-0.039063
328,-0.082031,-1.03125,-0.041016
329,-0.076172,-1.035156,-0.039063
330,-0.070313,-1.037109,-0.035156
331,-0.066406,-1.039063,-0.035156
332,-0.074219,-1.039063,-0.044922
333,-0.083984,-1.039063,-0.042969
334,-0.080078,-1.035156,-0.042969
335,-0.078125,-1.037109,-0.042969
336,-0.083984,-1.048828,-0.023438
337,-0.087891,-1.046875,-0.021484
338,-0.091797,-1.046875,-0.039063
339,-0.097656,-1.058594,-0.037109
340,-0.09375,-1.066406,-0.033203
341,-0.09375,-1.0625,-0.037109
342,-0.091797,-1.048828,-0.037109
343,-0.085938,-1.041016,-0.042969
344,-0.072266,-1.033203,-0.048828
345,-0.058594,-1.021484,-0.044922
346,-0.0625,-1.023438,-0.048828
347,-0.068359,-1.029297,-0.044922
348,-0.068359,-1.033203,-0.039063
349,-0.0625,-1.046875,-0.033203
350,-0.044922,-1.058594,-0.044922
351,-0.025391,-1.0625,-0.056641
352,-0.060547,-1.080078,-0.060547
353,-0.117188,-1.080078,-0.048828
354,-0.130859,-1.056641,-0.001953
355,-0.138672,-1.027344,0.027344
356,-0.099609,-0.986328,0.027344
357,-0.039063,-0.962891,0.015625
358,-0.058594,-0.978516,0.001953
359,-0.103516,-1.03125,-0.027344
360,-0.097656,-1.035156,-0.044922
361,-0.058594,-0.972656,-0.021484
362,-0.03125,-0.957031,0.0
363,-0.050781,-0.976563,0.017578
364,-0.080078,-1.019531,0.001953
365,-0.087891,-1.025391,-0.021484
366,-0.054688,-1.023438,-0.003906
367,-0.027344,-1.050781,-0.007813
368,-0.044922,-1.054688,-0.029297
369,-0.068359,-1.060547,-0.027344
370,-0.080078,-1.058594,-0.027344
371,-0.078125,-1.052734,-0.035156
372,-0.074219,-1.046875,-0.035156
373,-0.076172,-1.044922,-0.041016
374,-0.082031,-1.050781,-0.039063
375,-0.078125,-1.050781,-0.029297
376,-0.076172,-1.037109,-0.021484
377,-0.080078,-1.037109,-0.025391
378,-0.083984,-1.050781,-0.033203
379,-0.085938,-1.048828,-0.025391
380,-0.085938,-1.041016,-0.027344
381,-0.085938,-1.048828,-0.035156
382,-0.089844,-1.070313,-0.041016
383,-0.095703,-1.066406,-0.052734
384,-0.091797,-1.042969,-0.044922
385,-0.078125,-1.046875,-0.035156
386,-0.074219,-1.058594,-0.039063
387,-0.072266,-1.060547,-0.037109
388,-0.074219,-1.056641,-0.029297
389,-0.083984,-1.056641,-0.03125
390,-0.09375,-1.054688,-0.029297
391,-0.097656,-1.046875,-0.03125
392,-0.091797,-1.039063,-0.035156
393,-0.082031,-1.039063,-0.029297
394,-0.083984,-1.041016,-0.025391
395,-0.087891,-1.037109,-0.035156
396,-0.087891,-1.03125,-0.046875
397,-0.089844,-1.033203,-0.050781
398,-0.091797,-1.046875,-0.039063
399,-0.087891,-1.048828,-0.029297
400,-0.091797,-1.039063,-0.027344
401,-0.111328,-1.050781,-0.041016
402,-0.119141,-1.068359,-0.037109
403,-0.119141,-1.041016,-0.037109
404,-0.130859,-1.015625,-0.052734
405,-0.134766,-1.017578,-0.023438
406,-0.128906,-0.988281,-0.005859
407,-0.109375,-0.998047,-0.007813
408,-0.076172,-1.03125,0.0
409,-0.072266,-1.03125,0.009766
410,-0.087891,-1.033203,0.007813
411,-0.109375,-1.039063,0.0
412,-0.103516,-1.009766,-0.007813
413,-0.070313,-0.992188,-0.056641
414,-0.074219,-1.025391,-0.09375
415,-0.095703,-1.066406,-0.101563
416,-0.109375,-1.070313,-0.066406
417,-0.119141,-1.056641,-0.015625
418,-0.111328,-1.0625,-0.015625
419,-0.089844,-1.070313,-0.044922
420,-0.082031,-1.082031,-0.078125
421,-0.076172,-1.070313,-0.072266
422,-0.072266,-1.052734,-0.054688
423,-0.072266,-1.046875,-0.044922
424,-0.0625,-1.042969,-0.046875
425,-0.0625,-1.039063,-0.066406
426,-0.064453,-1.037109,-0.078125
427,-0.041016,-1.007813,-0.082031
428,-0.033203,-0.998047,-0.083984
429,-0.050781,-1.029297,-0.070313
430,-0.058594,-1.037109,-0.0625
431,-0.074219,-1.044922,-0.048828
432,-0.072266,-1.033203,-0.042969
433,-0.058594,-1.021484,-0.064453
434,-0.066406,-1.039063,-0.0625
435,-0.074219,-1.039063,-0.058594
436,-0.089844,-1.050781,-0.054688
437,-0.095703,-1.070313,-0.03125
438,-0.095703,-1.074219,-0.019531
439,-0.085938,-1.041016,-0.052734
440,-0.060547,-1.009766,-0.089844
441,-0.041016,-1.003906,-0.101563
442,-0.044922,-1.021484,-0.070313
443,-0.070313,-1.058594,-0.035156
444,-0.080078,-1.056641,-0.054688
445,-0.091797,-1.035156,-0.039063
446,-0.089844,-1.025391,-0.019531
447,-0.068359,-1.039063,-0.052734
448,-0.066406,-1.046875,-0.054688
449,-0.070313,-1.033203,-0.042969
450,-0.066406,-1.052734,-0.042969
451,-0.054688,-1.072266,-0.03125
452,-0.074219,-1.046875,-0.029297
453,-0.115234,-1.068359,-0.027344
454,-0.132813,-1.101563,-0.046875
455,-0.136719,-1.035156,-0.052734
456,-0.123047,-0.994141,-0.03125
457,-0.082031,-1.005859,-0.019531
458,-0.0625,-1.013672,-0.011719
459,-0.074219,-1.023438,-0.011719
460,-0.058594,-1.019531,-0.019531
461,-0.072266,-0.986328,-0.03125
462,-0.089844,-0.986328,-0.009766
463,-0.050781,-1.029297,-0.003906
464,-0.041016,-1.058594,-0.023438
465,-0.021484,-1.078125,-0.042969
466,-0.019531,-1.050781,-0.048828
467,-0.060547,-1.025391,-0.041016
468,-0.074219,-1.039063,-0.039063
469,-0.089844,-1.083984,-0.03125
470,-0.103516,-1.126953,-0.037109
471,-0.107422,-1.115234,-0.033203
472,-0.087891,-1.068359,-0.029297
473,-0.085938,-1.052734,-0.021484
474,-0.095703,-1.050781,-0.013672
475,-0.085938,-1.03125,-0.017578
476,-0.074219,-1.029297,-0.023438
477,-0.076172,-1.033203,-0.023438
478,-0.082031,-1.021484,-0.015625
479,-0.064453,-0.986328,-0.041016
480,-0.078125,-0.970703,-0.023438
481,-0.101563,-1.003906,-0.017578
482,-0.089844,-1.015625,-0.052734
483,-0.066406,-0.992188,-0.050781
484,-0.056641,-0.992188,-0.044922
485,-0.076172,-1.029297,-0.039063
486,-0.083984,-1.050781,-0.041016
487,-0.0625,-1.060547,-0.068359
488,-0.056641,-1.078125,-0.082031
489,-0.078125,-1.087891,-0.048828
490,-0.085938,-1.072266,-0.027344
491,-0.085938,-1.035156,-0.029297
492,-0.103516,-1.037109,-0.005859
493,-0.095703,-1.039063,-0.013672
494,-0.083984,-1.023438,-0.037109
495,-0.089844,-1.021484,-0.041016
496,-0.087891,-1.027344,-0.042969
497,-0.103516,-1.029297,-0.025391
498,-0.109375,-1.019531,-0.015625
499,-0.101563,-1.037109,-0.039063
500,-0.082031,-1.033203,-0.056641
501,-0.080078,-1.048828,-0.060547
502,-0.080078,-1.035156,-0.029297
503,-0.044922,-0.941406,-0.013672
504,-0.033203,-0.917969,-0.033203
505,-0.052734,-0.960938,-0.027344
506,-0.074219,-1.011719,-0.013672
507,-0.056641,-1.011719,-0.03125
508,-0.052734,-0.964844,-0.041016
509,-0.056641,-1.0,-0.044922
510,-0.0625,-1.052734,-0.044922
511,-0.095703,-1.03125,-0.017578
512,-0.080078,-0.966797,0.001953
513,-0.078125,-0.966797,0.011719
514,-0.078125,-1.013672,0.019531
515,-0.074219,-1.042969,-0.005859
516,-0.09375,-1.054688,-0.041016
517,-0.091797,-1.042969,-0.044922
518,-0.091797,-1.017578,-0.029297
519,-0.101563,-0.986328,-0.001953
520,-0.125,-1.035156,0.001953
521,-0.115234,-1.083984,-0.029297
522,-0.089844,-1.070313,-0.035156
523,-0.095703,-1.078125,-0.035156
524,-0.080078,-1.082031,-0.076172
525,-0.042969,-1.052734,-0.105469
526,-0.060547,-1.041016,-0.046875
527,-0.091797,-1.068359,0.001953
528,-0.087891,-1.072266,-0.025391
529,-0.078125,-1.0625,-0.042969
530,-0.076172,-1.056641,-0.033203
531,-0.087891,-1.025391,0.003906
532,-0.097656,-0.984375,0.023438
533,-0.109375,-1.009766,0.007813
534,-0.097656,-1.046875,-0.035156
535,-0.074219,-1.035156,-0.046875
536,-0.072266,-1.039063,-0.041016
537,-0.080078,-1.052734,-0.046875
538,-0.068359,-1.03125,-0.048828
539,-0.046875,-1.041016,-0.066406
540,-0.058594,-1.074219,-0.083984
541,-0.076172,-1.080078,-0.083984
542,-0.078125,-1.070313,-0.066406
543,-0.078125,-1.054688,-0.052734
544,-0.103516,-1.074219,-0.015625
545,-0.105469,-1.076172,-0.011719
546,-0.087891,-1.021484,-0.035156
547,-0.091797,-1.0,-0.015625
548,-0.101563,-1.021484,0.009766
549,-0.113281,-1.050781,0.009766
550,-0.109375,-1.03125,-0.005859
551,-0.09375,-1.003906,-0.019531
552,-0.072266,-1.023438,-0.025391
553,-0.056641,-1.013672,-0.011719
554,-0.035156,-1.009766,-0.005859
555,-0.021484,-1.035156,-0.027344
556,-0.025391,-1.003906,-0.050781
557,-0.019531,-1.011719,-0.03125
558,-0.042969,-1.050781,-0.011719
559,-0.042969,-1.025391,-0.021484
560,-0.044922,-1.037109,-0.052734
561,-0.0625,-1.076172,-0.072266
562,-0.013672,-1.082031,-0.085938
563,0.0625,-1.023438,-0.09375
564,0.058594,-0.972656,-0.058594
565,-0.011719,-0.943359,-0.029297
566,-0.052734,-0.939453,-0.027344
567,-0.078125,-0.992188,-0.03125
568,-0.083984,-1.023438,-0.03125
569,-0.082031,-1.025391,-0.019531
570,-0.109375,-1.048828,0.03125
571,-0.123047,-1.091797,0.037109
572,-0.107422,-1.091797,-0.007813
573,-0.082031,-1.041016,-0.021484
574,-0.058594,-1.003906,-0.03125
575,-0.0625,-1.007813,-0.033203
576,-0.0625,-1.019531,-0.039063
577,-0.072266,-1.025391,-0.037109
578,-0.082031,-1.046875,-0.039063
579,-0.087891,-1.066406,-0.025391
580,-0.091797,-1.064453,-0.005859
581,-0.072266,-1.052734,-0.021484
582,-0.074219,-1.035156,-0.03125
583,-0.082031,-1.027344,-0.029297
584,-0.085938,-1.037109,-0.021484
585,-0.091797,-1.050781,-0.013672
586,-0.085938,-1.046875,-0.029297
587,-0.082031,-1.037109,-0.039063
588,-0.078125,-1.029297,-0.052734
589,-0.076172,-1.029297,-0.060547
590,-0.095703,-1.033203,-0.048828
591,-0.097656,-1.041016,-0.052734
592,-0.080078,-1.041016,-0.054688
593,-0.080078,-1.03125,-0.041016
594,-0.080078,-1.017578,-0.039063
595,-0.068359,-1.005859,-0.048828
596,-0.066406,-1.005859,-0.046875
597,-0.0625,-1.015625,-0.056641
598,-0.070313,-1.027344,-0.064453
599,-0.082031,-1.027344,-0.054688
600,-0.068359,-1.039063,-0.037109
601,-0.046875,-1.082031,-0.017578
602,-0.048828,-1.068359,0.0
603,-0.054688,-1.027344,-0.007813
604,-0.056641,-1.023438,-0.037109
605,-0.068359,-1.015625,-0.052734
606,-0.080078,-1.011719,-0.058594
607,-0.085938,-1.021484,-0.052734
608,-0.085938,-1.021484,-0.046875
609,-0.082031,-1.025391,-0.048828
610,-0.087891,-1.029297,-0.039063
611,-0.085938,-1.027344,-0.023438
612,-0.083984,-1.027344,-0.023438
613,-0.083984,-1.037109,-0.029297
614,-0.082031,-1.042969,-0.029297
615,-0.089844,-1.025391,-0.035156
616,-0.078125,-1.029297,-0.037109
617,-0.060547,-1.037109,-0.027344
618,-0.068359,-1.041016,-0.023438
619,-0.087891,-1.056641,-0.03125
620,-0.089844,-1.054688,-0.029297
621,-0.083984,-1.029297,-0.03125
622,-0.083984,-1.025391,-0.037109
623,-0.078125,-1.044922,-0.035156
624,-0.076172,-1.041016,-0.03125
625,-0.080078,-1.039063,-0.033203
626,-0.072266,-1.052734,-0.021484
627,-0.074219,-1.048828,-0.019531
628,-0.087891,-1.046875,-0.027344
629,-0.087891,-1.048828,-0.015625
630,-0.082031,-1.046875,-0.023438
631,-0.082031,-1.041016,-0.029297
632,-0.085938,-1.039063,-0.021484
633,-0.087891,-1.048828,-0.029297
634,-0.083984,-1.041016,-0.037109
635,-0.085938,-1.033203,-0.029297
636,-0.083984,-1.042969,-0.015625
637,-0.080078,-1.039063,-0.023438
638,-0.078125,-1.037109,-0.035156
639,-0.072266,-1.048828,-0.029297
640,-0.074219,-1.056641,-0.023438
641,-0.085938,-1.054688,-0.021484
642,-0.087891,-1.046875,-0.025391
643,-0.070313,-1.042969,-0.037109
644,-0.082031,-1.046875,-0.037109
645,-0.066406,-1.056641,-0.046875
646,-0.041016,-1.089844,-0.050781
647,-0.041016,-1.126953,-0.044922
648,-0.117188,-1.074219,-0.046875
649,-0.148438,-1.007813,-0.058594
650,-0.128906,-1.039063,-0.042969
651,-0.123047,-1.070313,-0.023438
652,-0.111328,-1.078125,-0.027344
653,-0.125,-1.068359,-0.011719
654,-0.117188,-1.041016,-0.005859
655,-0.103516,-1.015625,-0.003906
656,-0.109375,-1.021484,0.0
657,-0.128906,-1.027344,0.005859
658,-0.142578,-0.984375,0.003906
659,-0.126953,-0.986328,0.009766
660,-0.078125,-1.042969,-0.007813
661,-0.0625,-1.066406,-0.068359
662,-0.054688,-1.064453,-0.103516
663,-0.037109,-1.041016,-0.078125
664,-0.058594,-0.994141,-0.003906
665,-0.056641,-1.013672,0.003906
666,-0.056641,-1.046875,-0.021484
667,-0.060547,-1.019531,-0.007813
668,-0.048828,-1.017578,-0.001953
669,-0.023438,-1.035156,-0.013672
670,0.013672,-1.0625,-0.048828
671,0.009766,-1.078125,-0.060547
672,-0.019531,-1.080078,-0.0625
673,-0.0625,-1.082031,-0.060547
674,-0.095703,-1.082031,-0.033203
675,-0.095703,-1.082031,-0.019531
676,-0.083984,-1.0625,-0.023438
677,-0.080078,-1.050781,-0.035156
678,-0.078125,-1.058594,-0.041016
679,-0.070313,-1.052734,-0.039063
680,-0.072266,-1.041016,-0.039063
681,-0.083984,-1.037109,-0.03125
682,-0.087891,-1.035156,-0.023438
683,-0.080078,-1.035156,-0.035156
684,-0.083984,-1.029297,-0.042969
685,-0.089844,-1.029297,-0.048828
686,-0.089844,-1.044922,-0.060547
687,-0.095703,-1.068359,-0.058594
688,-0.09375,-1.070313,-0.044922
689,-0.089844,-1.052734,-0.046875
690,-0.089844,-1.044922,-0.050781
691,-0.089844,-1.052734,-0.042969
692,-0.095703,-1.054688,-0.033203
693,-0.083984,-1.048828,-0.023438
694,-0.068359,-1.046875,-0.021484
695,-0.076172,-1.044922,-0.03125
696,-0.089844,-1.052734,-0.023438
697,-0.087891,-1.058594,-0.015625
698,-0.085938,-1.042969,-0.025391
699,-0.09375,-1.041016,-0.039063
700,-0.080078,-1.009766,-0.050781
