,X1,Y1,Z1
442,0.017578,-0.941406,0.064453
443,0.011719,-0.951172,0.058594
444,0.015625,-0.947266,0.054688
445,0.029297,-0.953125,0.035156
446,0.037109,-0.951172,0.007813
447,0.023438,-0.947266,0.017578
448,0.033203,-0.941406,0.027344
449,0.041016,-0.931641,0.017578
450,0.046875,-0.892578,0.003906
451,0.025391,-0.923828,0.019531
452,-0.015625,-0.960938,0.048828
453,0.011719,-0.908203,0.044922
454,0.041016,-0.925781,0.037109
455,0.025391,-0.966797,0.041016
456,0.017578,-0.958984,0.052734
457,0.037109,-0.949219,0.035156
458,0.052734,-0.935547,0.001953
459,0.054688,-0.933594,0.0
460,0.044922,-0.929688,0.017578
461,0.029297,-0.921875,0.033203
462,0.023438,-0.919922,0.056641
463,0.035156,-0.927734,0.058594
464,0.052734,-0.935547,0.044922
465,0.042969,-0.947266,0.054688
466,0.046875,-0.957031,0.050781
467,0.070313,-0.931641,0.011719
468,0.078125,-0.921875,0.0
469,0.064453,-0.927734,0.027344
470,0.039063,-0.935547,0.041016
471,0.029297,-0.949219,0.041016
472,0.035156,-0.943359,0.052734
473,0.037109,-0.929688,0.068359
474,0.025391,-0.9375,0.058594
475,0.013672,-0.955078,0.044922
476,0.021484,-0.951172,0.042969
477,0.046875,-0.935547,0.03125
478,0.041016,-0.951172,0.027344
479,0.033203,-0.966797,0.023438
480,0.044922,-0.941406,0.037109
481,0.029297,-0.939453,0.039063
482,0.021484,-0.947266,0.039063
483,0.025391,-0.947266,0.041016
484,0.041016,-0.962891,0.03125
485,0.044922,-0.960938,0.042969
486,0.037109,-0.953125,0.048828
487,0.037109,-0.949219,0.042969
488,0.035156,-0.951172,0.035156
489,0.033203,-0.945313,0.029297
490,0.03125,-0.931641,0.037109
491,0.027344,-0.943359,0.052734
492,0.009766,-0.951172,0.074219
493,0.023438,-0.953125,0.056641
494,0.054688,-0.953125,0.03125
495,0.058594,-0.947266,0.041016
496,0.064453,-0.947266,0.041016
497,0.066406,-0.943359,0.033203
498,0.056641,-0.953125,0.041016
499,0.041016,-0.955078,0.054688
500,0.066406,-0.955078,0.019531
501,0.082031,-0.966797,0.027344
502,0.035156,-0.978516,0.082031
503,0.003906,-0.970703,0.095703
504,-0.001953,-0.960938,0.105469
505,0.001953,-0.953125,0.087891
506,-0.003906,-0.9375,0.066406
507,-0.013672,-0.939453,0.042969
508,0.015625,-0.955078,0.011719
509,0.021484,-0.964844,0.015625
510,0.003906,-0.958984,0.03125
511,0.005859,-0.960938,0.056641
512,-0.009766,-0.960938,0.091797
513,-0.005859,-0.947266,0.083984
514,0.03125,-0.929688,0.048828
515,0.044922,-0.939453,0.046875
516,0.037109,-0.943359,0.058594
517,0.033203,-0.939453,0.052734
518,0.037109,-0.943359,0.039063
519,0.033203,-0.951172,0.037109
520,0.021484,-0.964844,0.044922
521,0.023438,-0.96875,0.035156
522,0.029297,-0.960938,0.039063
523,0.03125,-0.964844,0.039063
524,0.027344,-0.953125,0.017578
525,0.021484,-0.933594,0.019531
526,0.023438,-0.941406,0.033203
527,0.023438,-0.947266,0.052734
528,0.025391,-0.943359,0.060547
529,0.025391,-0.947266,0.066406
530,0.033203,-0.949219,0.068359
531,0.037109,-0.949219,0.064453
532,0.027344,-0.947266,0.052734
533,0.025391,-0.945313,0.048828
534,0.033203,-0.958984,0.052734
535,0.039063,-0.96875,0.046875
536,0.044922,-0.958984,0.050781
537,0.050781,-0.949219,0.041016
538,0.039063,-0.949219,0.033203
539,0.035156,-0.943359,0.042969
540,0.039063,-0.941406,0.054688
541,0.033203,-0.953125,0.060547
542,0.037109,-0.964844,0.039063
543,0.033203,-0.957031,0.023438
544,0.021484,-0.9375,0.025391
545,0.027344,-0.935547,0.023438
546,0.033203,-0.951172,0.03125
547,0.03125,-0.958984,0.052734
548,0.025391,-0.957031,0.080078
549,0.03125,-0.953125,0.089844
550,0.025391,-0.964844,0.09375
551,0.023438,-1.011719,0.109375
552,0.025391,-1.027344,0.087891
553,0.046875,-1.009766,0.058594
554,0.060547,-0.980469,0.070313
555,0.033203,-0.962891,0.074219
556,0.001953,-0.96875,0.048828
557,0.017578,-0.96875,0.037109
558,0.033203,-0.964844,0.044922
559,0.005859,-0.966797,0.058594
560,0.001953,-0.970703,0.064453
561,0.025391,-0.955078,0.060547
562,0.035156,-0.947266,0.0625
563,0.037109,-0.951172,0.076172
564,0.060547,-0.947266,0.066406
565,0.064453,-0.951172,0.039063
566,0.048828,-0.960938,0.039063
567,0.035156,-0.962891,0.042969
568,0.037109,-0.949219,0.033203
569,0.041016,-0.947266,0.033203
570,0.050781,-0.943359,0.011719
571,0.054688,-0.941406,0.005859
572,0.027344,-0.960938,0.042969
573,0.019531,-0.964844,0.052734
574,0.023438,-0.964844,0.052734
575,0.033203,-0.960938,0.046875
576,0.035156,-0.955078,0.039063
577,0.03125,-0.957031,0.044922
578,0.033203,-0.958984,0.046875
579,0.027344,-0.957031,0.056641
580,0.019531,-0.947266,0.074219
581,0.023438,-0.943359,0.082031
582,0.039063,-0.945313,0.072266
583,0.054688,-0.939453,0.060547
584,0.050781,-0.931641,0.048828
585,0.039063,-0.923828,0.044922
586,0.044922,-0.923828,0.050781
587,0.042969,-0.947266,0.0625
588,0.044922,-0.955078,0.0625
589,0.050781,-0.955078,0.054688
590,0.048828,-0.957031,0.054688
591,0.054688,-0.947266,0.042969
592,0.044922,-0.958984,0.035156
593,0.023438,-0.964844,0.042969
594,0.011719,-0.947266,0.0625
595,0.015625,-0.945313,0.050781
596,0.017578,-0.949219,0.033203
597,0.015625,-0.953125,0.041016
598,0.023438,-0.957031,0.048828
599,0.039063,-0.943359,0.046875
600,0.042969,-0.943359,0.052734
601,0.025391,-0.976563,0.066406
602,0.011719,-0.998047,0.052734
603,0.037109,-0.976563,0.027344
604,-0.001953,-1.029297,0.066406
605,-0.064453,-1.027344,0.158203
606,-0.105469,-0.988281,0.253906
607,-0.066406,-0.984375,0.205078
608,0.021484,-0.929688,0.083984
609,0.027344,-0.951172,0.058594
610,0.005859,-1.003906,0.074219
611,-0.001953,-1.011719,0.082031
612,0.015625,-0.990234,0.058594
613,0.017578,-0.978516,0.060547
614,0.017578,-0.962891,0.0625
615,0.019531,-0.945313,0.056641
616,0.021484,-0.943359,0.048828
617,0.029297,-0.943359,0.046875
618,0.023438,-0.9375,0.044922
619,0.029297,-0.945313,0.042969
620,0.046875,-0.957031,0.042969
621,0.042969,-0.953125,0.056641
622,0.037109,-0.953125,0.058594
623,0.039063,-0.949219,0.044922
624,0.041016,-0.935547,0.058594
625,0.044922,-0.925781,0.056641
626,0.054688,-0.929688,0.058594
627,0.054688,-0.945313,0.054688
628,0.042969,-0.953125,0.039063
629,0.042969,-0.947266,0.037109
630,0.042969,-0.945313,0.039063
631,0.03125,-0.943359,0.048828
632,0.013672,-0.949219,0.058594
633,0.009766,-0.951172,0.046875
634,0.03125,-0.951172,0.033203
635,0.042969,-0.957031,0.044922
636,0.033203,-0.951172,0.060547
637,0.025391,-0.949219,0.072266
638,0.023438,-0.943359,0.068359
639,0.033203,-0.941406,0.044922
640,0.042969,-0.947266,0.029297
641,0.029297,-0.943359,0.029297
642,0.027344,-0.949219,0.033203
643,0.029297,-0.949219,0.037109
644,0.027344,-0.933594,0.041016
645,0.029297,-0.925781,0.041016
646,0.025391,-0.9375,0.050781
647,0.023438,-0.960938,0.048828
648,0.029297,-0.964844,0.054688
649,0.029297,-0.962891,0.070313
650,0.027344,-0.953125,0.070313
651,0.023438,-0.941406,0.070313
652,0.017578,-0.947266,0.076172
653,0.023438,-0.935547,0.042969
654,0.048828,-0.953125,0.041016
655,0.0625,-0.982422,0.060547
656,0.042969,-0.970703,0.058594
657,0.048828,-0.957031,0.042969
658,0.048828,-0.955078,0.058594
659,0.056641,-0.939453,0.054688
660,0.082031,-0.955078,0.042969
661,0.087891,-0.958984,0.039063
662,0.066406,-0.935547,0.046875
663,0.050781,-0.939453,0.052734
664,0.027344,-0.939453,0.046875
665,0.009766,-0.949219,0.039063
666,0.033203,-0.945313,0.025391
667,0.039063,-0.927734,0.048828
668,0.046875,-0.935547,0.082031
669,0.056641,-0.912109,0.058594
670,0.054688,-0.902344,0.033203
671,0.044922,-0.929688,0.042969
672,0.025391,-0.939453,0.056641
673,0.029297,-0.9375,0.056641
674,0.054688,-0.939453,0.039063
675,0.054688,-0.951172,0.039063
676,0.046875,-0.957031,0.056641
677,0.044922,-0.958984,0.054688
678,0.037109,-0.951172,0.041016
679,0.017578,-0.953125,0.037109
680,0.007813,-0.957031,0.052734
681,0.023438,-0.953125,0.054688
682,0.044922,-0.957031,0.058594
683,0.042969,-0.960938,0.068359
684,0.029297,-0.943359,0.064453
685,0.03125,-0.933594,0.0625
686,0.035156,-0.947266,0.068359
687,0.037109,-0.949219,0.060547
688,0.029297,-0.953125,0.048828
689,0.021484,-0.958984,0.041016
690,0.019531,-0.958984,0.041016
691,0.025391,-0.96875,0.048828
692,0.025391,-0.955078,0.041016
693,0.021484,-0.935547,0.039063
694,0.03125,-0.941406,0.044922
695,0.025391,-0.941406,0.033203
696,0.033203,-0.943359,0.044922
697,0.027344,-0.9375,0.060547
698,0.017578,-0.941406,0.058594
699,0.015625,-0.943359,0.052734
700,0.023438,-0.933594,0.042969
701,0.027344,-0.943359,0.035156
702,0.027344,-0.958984,0.048828
703,0.027344,-0.955078,0.064453
704,0.025391,-0.964844,0.041016
705,0.019531,-0.962891,0.021484
706,0.013672,-0.957031,0.035156
707,0.007813,-0.986328,0.029297
708,0.003906,-0.980469,0.03125
709,0.019531,-0.951172,0.041016
710,0.029297,-0.945313,0.044922
711,0.041016,-0.951172,0.044922
712,0.052734,-0.958984,0.035156
713,0.044922,-0.955078,0.050781
714,0.037109,-0.947266,0.074219
715,0.033203,-0.949219,0.074219
716,0.025391,-0.953125,0.072266
717,0.021484,-0.949219,0.066406
718,0.023438,-0.951172,0.0625
719,0.025391,-0.953125,0.068359
720,0.029297,-0.947266,0.066406
721,0.03125,-0.953125,0.0625
722,0.03125,-0.966797,0.064453
723,0.027344,-0.970703,0.058594
724,0.023438,-0.953125,0.054688
725,0.03125,-0.941406,0.056641
726,0.037109,-0.945313,0.056641
727,0.033203,-0.931641,0.056641
728,0.035156,-0.933594,0.050781
729,0.027344,-0.951172,0.050781
730,0.023438,-0.957031,0.052734
731,0.027344,-0.949219,0.056641
732,0.023438,-0.949219,0.066406
733,0.021484,-0.951172,0.056641
734,0.033203,-0.951172,0.042969
735,0.037109,-0.953125,0.041016
736,0.027344,-0.955078,0.041016
737,0.021484,-0.960938,0.035156
738,0.03125,-0.957031,0.041016
739,0.041016,-0.945313,0.050781
740,0.035156,-0.939453,0.046875
741,0.03125,-0.941406,0.050781
742,0.025391,-0.929688,0.044922
743,0.019531,-0.929688,0.027344
744,0.025391,-0.931641,0.033203
745,0.021484,-0.933594,0.048828
746,0.015625,-0.947266,0.056641
747,0.017578,-0.949219,0.068359
748,0.023438,-0.9375,0.058594
749,0.03125,-0.929688,0.042969
750,0.041016,-0.931641,0.052734
751,0.03125,-0.945313,0.066406
752,0.017578,-0.958984,0.072266
753,0.027344,-0.953125,0.087891
754,0.029297,-0.943359,0.087891
755,0.009766,-0.949219,0.066406
756,0.003906,-0.976563,0.068359
757,0.023438,-1.015625,0.058594
758,0.029297,-1.011719,0.058594
759,0.025391,-0.980469,0.074219
760,0.017578,-0.955078,0.058594
761,0.017578,-0.9375,0.050781
762,0.025391,-0.939453,0.048828
763,0.023438,-0.939453,0.056641
764,0.017578,-0.931641,0.058594
765,0.011719,-0.929688,0.048828
766,0.033203,-0.919922,0.058594
767,0.060547,-0.925781,0.056641
768,0.048828,-0.929688,0.044922
769,0.029297,-0.925781,0.037109
770,0.033203,-0.923828,0.039063
771,0.033203,-0.917969,0.052734
772,0.021484,-0.925781,0.056641
773,0.019531,-0.929688,0.054688
